trip_id,stop_id,stop_sequence,arrival_time,departure_time,shape_dist_traveled
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-8,shape_479-1-1,11,08:58:28,08:58:28,38302.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-9,shape_580-1-1,0,07:48:00,07:48:00,17684.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-9,shape_580-1-0,1,07:48:00,07:48:00,17686.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-9,shape_530-1-0,2,07:56:58,07:56:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-9,shape_534-1-0,3,07:56:58,07:56:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-9,shape_535-1-0,4,07:56:58,07:56:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-9,shape_536-1-0,5,07:56:58,07:56:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-9,shape_537-1-0,6,07:56:58,07:56:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-9,shape_492-1-1,7,08:44:33,08:44:33,31823.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-9,shape_495-1-1,8,08:44:33,08:44:33,31823.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-9,shape_596-1-0,9,08:47:43,08:47:43,32614.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-9,shape_596-1-1,10,08:47:43,08:47:43,32616.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-9,shape_479-1-1,11,09:10:28,09:10:28,38302.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-10,shape_580-1-1,0,08:00:00,08:00:00,17684.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-10,shape_580-1-0,1,08:00:00,08:00:00,17686.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-10,shape_530-1-0,2,08:08:58,08:08:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-10,shape_534-1-0,3,08:08:58,08:08:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-10,shape_535-1-0,4,08:08:58,08:08:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-10,shape_536-1-0,5,08:08:58,08:08:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-10,shape_537-1-0,6,08:08:58,08:08:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-10,shape_492-1-1,7,08:56:33,08:56:33,31823.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-10,shape_495-1-1,8,08:56:33,08:56:33,31823.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-10,shape_596-1-0,9,08:59:43,08:59:43,32614.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-10,shape_596-1-1,10,08:59:43,08:59:43,32616.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-10,shape_479-1-1,11,09:22:28,09:22:28,38302.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-11,shape_580-1-1,0,08:12:00,08:12:00,17684.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-11,shape_580-1-0,1,08:12:00,08:12:00,17686.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-11,shape_530-1-0,2,08:20:58,08:20:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-11,shape_534-1-0,3,08:20:58,08:20:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-11,shape_535-1-0,4,08:20:58,08:20:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-11,shape_536-1-0,5,08:20:58,08:20:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-11,shape_537-1-0,6,08:20:58,08:20:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-11,shape_492-1-1,7,09:08:33,09:08:33,31823.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-11,shape_495-1-1,8,09:08:33,09:08:33,31823.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-11,shape_596-1-0,9,09:11:43,09:11:43,32614.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-11,shape_596-1-1,10,09:11:43,09:11:43,32616.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-11,shape_479-1-1,11,09:34:28,09:34:28,38302.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-12,shape_580-1-1,0,08:24:00,08:24:00,17684.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-12,shape_580-1-0,1,08:24:00,08:24:00,17686.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-12,shape_530-1-0,2,08:32:58,08:32:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-12,shape_534-1-0,3,08:32:58,08:32:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-12,shape_535-1-0,4,08:32:58,08:32:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-12,shape_536-1-0,5,08:32:58,08:32:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-12,shape_537-1-0,6,08:32:58,08:32:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-12,shape_492-1-1,7,09:20:33,09:20:33,31823.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-12,shape_495-1-1,8,09:20:33,09:20:33,31823.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-12,shape_596-1-0,9,09:23:43,09:23:43,32614.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-12,shape_596-1-1,10,09:23:43,09:23:43,32616.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-12,shape_479-1-1,11,09:46:28,09:46:28,38302.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-13,shape_580-1-1,0,08:36:00,08:36:00,17684.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-13,shape_580-1-0,1,08:36:00,08:36:00,17686.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-13,shape_530-1-0,2,08:44:58,08:44:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-13,shape_534-1-0,3,08:44:58,08:44:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-13,shape_535-1-0,4,08:44:58,08:44:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-13,shape_536-1-0,5,08:44:58,08:44:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-13,shape_537-1-0,6,08:44:58,08:44:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-13,shape_492-1-1,7,09:32:33,09:32:33,31823.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-13,shape_495-1-1,8,09:32:33,09:32:33,31823.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-13,shape_596-1-0,9,09:35:43,09:35:43,32614.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-13,shape_596-1-1,10,09:35:43,09:35:43,32616.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-13,shape_479-1-1,11,09:58:28,09:58:28,38302.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-14,shape_580-1-1,0,08:48:00,08:48:00,17684.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-14,shape_580-1-0,1,08:48:00,08:48:00,17686.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-14,shape_530-1-0,2,08:56:58,08:56:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-14,shape_534-1-0,3,08:56:58,08:56:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-14,shape_535-1-0,4,08:56:58,08:56:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-14,shape_536-1-0,5,08:56:58,08:56:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-14,shape_537-1-0,6,08:56:58,08:56:58,19928.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-14,shape_492-1-1,7,09:44:33,09:44:33,31823.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-14,shape_495-1-1,8,09:44:33,09:44:33,31823.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-14,shape_596-1-0,9,09:47:43,09:47:43,32614.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-14,shape_596-1-1,10,09:47:43,09:47:43,32616.000000
t-rB Vía San Martín_644_B Vía San Martín-weekday-06:00:00-1-14,shape_479-1-1,11,10:10:28,10:10:28,38302.000000
t-r_55_-weekday-06:00:00-1-0,shape_590-1-1,0,06:00:00,06:00:00,4729.000000
t-r_55_-weekday-06:00:00-1-0,shape_590-1-0,1,06:00:00,06:00:00,4732.000000
t-r_55_-weekday-06:00:00-1-0,shape_580-1-1,2,06:48:26,06:48:26,16841.000000
t-r_55_-weekday-06:00:00-1-0,shape_580-1-0,3,06:48:27,06:48:27,16843.000000
t-r_55_-weekday-06:00:00-1-0,shape_449-1-0,4,06:52:22,06:52:22,17823.000000
t-r_55_-weekday-06:00:00-1-0,shape_449-1-1,5,06:52:23,06:52:23,17827.000000
t-r_55_-weekday-06:00:00-1-0,shape_617-1-0,6,09:19:12,09:19:12,54531.000000
t-r_55_-weekday-06:00:00-1-0,shape_488-1-0,7,09:44:20,09:44:20,60816.000000
t-r_55_-weekday-06:00:00-1-0,shape_488-1-1,8,09:45:57,09:45:57,61218.000000
t-r_55_-weekday-06:00:00-1-1,shape_590-1-1,0,06:12:00,06:12:00,4729.000000
t-r_55_-weekday-06:00:00-1-1,shape_590-1-0,1,06:12:00,06:12:00,4732.000000
t-r_55_-weekday-06:00:00-1-1,shape_580-1-1,2,07:00:26,07:00:26,16841.000000
t-r_55_-weekday-06:00:00-1-1,shape_580-1-0,3,07:00:27,07:00:27,16843.000000
t-r_55_-weekday-06:00:00-1-1,shape_449-1-0,4,07:04:22,07:04:22,17823.000000
t-r_55_-weekday-06:00:00-1-1,shape_449-1-1,5,07:04:23,07:04:23,17827.000000
t-r_55_-weekday-06:00:00-1-1,shape_617-1-0,6,09:31:12,09:31:12,54531.000000
t-r_55_-weekday-06:00:00-1-1,shape_488-1-0,7,09:56:20,09:56:20,60816.000000
t-r_55_-weekday-06:00:00-1-1,shape_488-1-1,8,09:57:57,09:57:57,61218.000000
t-r_55_-weekday-06:00:00-1-2,shape_590-1-1,0,06:24:00,06:24:00,4729.000000
t-r_55_-weekday-06:00:00-1-2,shape_590-1-0,1,06:24:00,06:24:00,4732.000000
t-r_55_-weekday-06:00:00-1-2,shape_580-1-1,2,07:12:26,07:12:26,16841.000000
t-r_55_-weekday-06:00:00-1-2,shape_580-1-0,3,07:12:27,07:12:27,16843.000000
t-r_55_-weekday-06:00:00-1-2,shape_449-1-0,4,07:16:22,07:16:22,17823.000000
t-r_55_-weekday-06:00:00-1-2,shape_449-1-1,5,07:16:23,07:16:23,17827.000000
t-r_55_-weekday-06:00:00-1-2,shape_617-1-0,6,09:43:12,09:43:12,54531.000000
t-r_55_-weekday-06:00:00-1-2,shape_488-1-0,7,10:08:20,10:08:20,60816.000000
t-r_55_-weekday-06:00:00-1-2,shape_488-1-1,8,10:09:57,10:09:57,61218.000000
t-r_55_-weekday-06:00:00-1-3,shape_590-1-1,0,06:36:00,06:36:00,4729.000000
t-r_55_-weekday-06:00:00-1-3,shape_590-1-0,1,06:36:00,06:36:00,4732.000000
t-r_55_-weekday-06:00:00-1-3,shape_580-1-1,2,07:24:26,07:24:26,16841.000000
t-r_55_-weekday-06:00:00-1-3,shape_580-1-0,3,07:24:27,07:24:27,16843.000000
t-r_55_-weekday-06:00:00-1-3,shape_449-1-0,4,07:28:22,07:28:22,17823.000000
t-r_55_-weekday-06:00:00-1-3,shape_449-1-1,5,07:28:23,07:28:23,17827.000000
t-r_55_-weekday-06:00:00-1-3,shape_617-1-0,6,09:55:12,09:55:12,54531.000000
t-r_55_-weekday-06:00:00-1-3,shape_488-1-0,7,10:20:20,10:20:20,60816.000000
t-r_55_-weekday-06:00:00-1-3,shape_488-1-1,8,10:21:57,10:21:57,61218.000000
t-r_55_-weekday-06:00:00-1-4,shape_590-1-1,0,06:48:00,06:48:00,4729.000000
t-r_55_-weekday-06:00:00-1-4,shape_590-1-0,1,06:48:00,06:48:00,4732.000000
t-r_55_-weekday-06:00:00-1-4,shape_580-1-1,2,07:36:26,07:36:26,16841.000000
t-r_55_-weekday-06:00:00-1-4,shape_580-1-0,3,07:36:27,07:36:27,16843.000000
t-r_55_-weekday-06:00:00-1-4,shape_449-1-0,4,07:40:22,07:40:22,17823.000000
t-r_55_-weekday-06:00:00-1-4,shape_449-1-1,5,07:40:23,07:40:23,17827.000000
t-r_55_-weekday-06:00:00-1-4,shape_617-1-0,6,10:07:12,10:07:12,54531.000000
t-r_55_-weekday-06:00:00-1-4,shape_488-1-0,7,10:32:20,10:32:20,60816.000000
t-r_55_-weekday-06:00:00-1-4,shape_488-1-1,8,10:33:57,10:33:57,61218.000000
t-r_55_-weekday-06:00:00-1-5,shape_590-1-1,0,07:00:00,07:00:00,4729.000000
t-r_55_-weekday-06:00:00-1-5,shape_590-1-0,1,07:00:00,07:00:00,4732.000000
t-r_55_-weekday-06:00:00-1-5,shape_580-1-1,2,07:48:26,07:48:26,16841.000000
t-r_55_-weekday-06:00:00-1-5,shape_580-1-0,3,07:48:27,07:48:27,16843.000000
t-r_55_-weekday-06:00:00-1-5,shape_449-1-0,4,07:52:22,07:52:22,17823.000000
t-r_55_-weekday-06:00:00-1-5,shape_449-1-1,5,07:52:23,07:52:23,17827.000000
t-r_55_-weekday-06:00:00-1-5,shape_617-1-0,6,10:19:12,10:19:12,54531.000000
t-r_55_-weekday-06:00:00-1-5,shape_488-1-0,7,10:44:20,10:44:20,60816.000000
t-r_55_-weekday-06:00:00-1-5,shape_488-1-1,8,10:45:57,10:45:57,61218.000000
t-r_55_-weekday-06:00:00-1-6,shape_590-1-1,0,07:12:00,07:12:00,4729.000000
t-r_55_-weekday-06:00:00-1-6,shape_590-1-0,1,07:12:00,07:12:00,4732.000000
t-r_55_-weekday-06:00:00-1-6,shape_580-1-1,2,08:00:26,08:00:26,16841.000000
t-r_55_-weekday-06:00:00-1-6,shape_580-1-0,3,08:00:27,08:00:27,16843.000000
t-r_55_-weekday-06:00:00-1-6,shape_449-1-0,4,08:04:22,08:04:22,17823.000000
t-r_55_-weekday-06:00:00-1-6,shape_449-1-1,5,08:04:23,08:04:23,17827.000000
t-r_55_-weekday-06:00:00-1-6,shape_617-1-0,6,10:31:12,10:31:12,54531.000000
t-r_55_-weekday-06:00:00-1-6,shape_488-1-0,7,10:56:20,10:56:20,60816.000000
t-r_55_-weekday-06:00:00-1-6,shape_488-1-1,8,10:57:57,10:57:57,61218.000000
t-r_55_-weekday-06:00:00-1-7,shape_590-1-1,0,07:24:00,07:24:00,4729.000000
t-r_55_-weekday-06:00:00-1-7,shape_590-1-0,1,07:24:00,07:24:00,4732.000000
t-r_55_-weekday-06:00:00-1-7,shape_580-1-1,2,08:12:26,08:12:26,16841.000000
t-r_55_-weekday-06:00:00-1-7,shape_580-1-0,3,08:12:27,08:12:27,16843.000000
t-r_55_-weekday-06:00:00-1-7,shape_449-1-0,4,08:16:22,08:16:22,17823.000000
t-r_55_-weekday-06:00:00-1-7,shape_449-1-1,5,08:16:23,08:16:23,17827.000000
t-r_55_-weekday-06:00:00-1-7,shape_617-1-0,6,10:43:12,10:43:12,54531.000000
t-r_55_-weekday-06:00:00-1-7,shape_488-1-0,7,11:08:20,11:08:20,60816.000000
t-r_55_-weekday-06:00:00-1-7,shape_488-1-1,8,11:09:57,11:09:57,61218.000000
t-r_55_-weekday-06:00:00-1-8,shape_590-1-1,0,07:36:00,07:36:00,4729.000000
t-r_55_-weekday-06:00:00-1-8,shape_590-1-0,1,07:36:00,07:36:00,4732.000000
t-r_55_-weekday-06:00:00-1-8,shape_580-1-1,2,08:24:26,08:24:26,16841.000000
t-r_55_-weekday-06:00:00-1-8,shape_580-1-0,3,08:24:27,08:24:27,16843.000000
t-r_55_-weekday-06:00:00-1-8,shape_449-1-0,4,08:28:22,08:28:22,17823.000000
t-r_55_-weekday-06:00:00-1-8,shape_449-1-1,5,08:28:23,08:28:23,17827.000000
t-r_55_-weekday-06:00:00-1-8,shape_617-1-0,6,10:55:12,10:55:12,54531.000000
t-r_55_-weekday-06:00:00-1-8,shape_488-1-0,7,11:20:20,11:20:20,60816.000000
t-r_55_-weekday-06:00:00-1-8,shape_488-1-1,8,11:21:57,11:21:57,61218.000000
t-r_55_-weekday-06:00:00-1-9,shape_590-1-1,0,07:48:00,07:48:00,4729.000000
t-r_55_-weekday-06:00:00-1-9,shape_590-1-0,1,07:48:00,07:48:00,4732.000000
t-r_55_-weekday-06:00:00-1-9,shape_580-1-1,2,08:36:26,08:36:26,16841.000000
t-r_55_-weekday-06:00:00-1-9,shape_580-1-0,3,08:36:27,08:36:27,16843.000000
t-r_55_-weekday-06:00:00-1-9,shape_449-1-0,4,08:40:22,08:40:22,17823.000000
t-r_55_-weekday-06:00:00-1-9,shape_449-1-1,5,08:40:23,08:40:23,17827.000000
t-r_55_-weekday-06:00:00-1-9,shape_617-1-0,6,11:07:12,11:07:12,54531.000000
t-r_55_-weekday-06:00:00-1-9,shape_488-1-0,7,11:32:20,11:32:20,60816.000000
t-r_55_-weekday-06:00:00-1-9,shape_488-1-1,8,11:33:57,11:33:57,61218.000000
t-r_55_-weekday-06:00:00-1-10,shape_590-1-1,0,08:00:00,08:00:00,4729.000000
t-r_55_-weekday-06:00:00-1-10,shape_590-1-0,1,08:00:00,08:00:00,4732.000000
t-r_55_-weekday-06:00:00-1-10,shape_580-1-1,2,08:48:26,08:48:26,16841.000000
t-r_55_-weekday-06:00:00-1-10,shape_580-1-0,3,08:48:27,08:48:27,16843.000000
t-r_55_-weekday-06:00:00-1-10,shape_449-1-0,4,08:52:22,08:52:22,17823.000000
t-r_55_-weekday-06:00:00-1-10,shape_449-1-1,5,08:52:23,08:52:23,17827.000000
t-r_55_-weekday-06:00:00-1-10,shape_617-1-0,6,11:19:12,11:19:12,54531.000000
t-r_55_-weekday-06:00:00-1-10,shape_488-1-0,7,11:44:20,11:44:20,60816.000000
t-r_55_-weekday-06:00:00-1-10,shape_488-1-1,8,11:45:57,11:45:57,61218.000000
t-r_55_-weekday-06:00:00-1-11,shape_590-1-1,0,08:12:00,08:12:00,4729.000000
t-r_55_-weekday-06:00:00-1-11,shape_590-1-0,1,08:12:00,08:12:00,4732.000000
t-r_55_-weekday-06:00:00-1-11,shape_580-1-1,2,09:00:26,09:00:26,16841.000000
t-r_55_-weekday-06:00:00-1-11,shape_580-1-0,3,09:00:27,09:00:27,16843.000000
t-r_55_-weekday-06:00:00-1-11,shape_449-1-0,4,09:04:22,09:04:22,17823.000000
t-r_55_-weekday-06:00:00-1-11,shape_449-1-1,5,09:04:23,09:04:23,17827.000000
t-r_55_-weekday-06:00:00-1-11,shape_617-1-0,6,11:31:12,11:31:12,54531.000000
t-r_55_-weekday-06:00:00-1-11,shape_488-1-0,7,11:56:20,11:56:20,60816.000000
t-r_55_-weekday-06:00:00-1-11,shape_488-1-1,8,11:57:57,11:57:57,61218.000000
t-r_55_-weekday-06:00:00-1-12,shape_590-1-1,0,08:24:00,08:24:00,4729.000000
t-r_55_-weekday-06:00:00-1-12,shape_590-1-0,1,08:24:00,08:24:00,4732.000000
t-r_55_-weekday-06:00:00-1-12,shape_580-1-1,2,09:12:26,09:12:26,16841.000000
t-r_55_-weekday-06:00:00-1-12,shape_580-1-0,3,09:12:27,09:12:27,16843.000000
t-r_55_-weekday-06:00:00-1-12,shape_449-1-0,4,09:16:22,09:16:22,17823.000000
t-r_55_-weekday-06:00:00-1-12,shape_449-1-1,5,09:16:23,09:16:23,17827.000000
t-r_55_-weekday-06:00:00-1-12,shape_617-1-0,6,11:43:12,11:43:12,54531.000000
t-r_55_-weekday-06:00:00-1-12,shape_488-1-0,7,12:08:20,12:08:20,60816.000000
t-r_55_-weekday-06:00:00-1-12,shape_488-1-1,8,12:09:57,12:09:57,61218.000000
t-r_55_-weekday-06:00:00-1-13,shape_590-1-1,0,08:36:00,08:36:00,4729.000000
t-r_55_-weekday-06:00:00-1-13,shape_590-1-0,1,08:36:00,08:36:00,4732.000000
t-r_55_-weekday-06:00:00-1-13,shape_580-1-1,2,09:24:26,09:24:26,16841.000000
t-r_55_-weekday-06:00:00-1-13,shape_580-1-0,3,09:24:27,09:24:27,16843.000000
t-r_55_-weekday-06:00:00-1-13,shape_449-1-0,4,09:28:22,09:28:22,17823.000000
t-r_55_-weekday-06:00:00-1-13,shape_449-1-1,5,09:28:23,09:28:23,17827.000000
t-r_55_-weekday-06:00:00-1-13,shape_617-1-0,6,11:55:12,11:55:12,54531.000000
t-r_55_-weekday-06:00:00-1-13,shape_488-1-0,7,12:20:20,12:20:20,60816.000000
t-r_55_-weekday-06:00:00-1-13,shape_488-1-1,8,12:21:57,12:21:57,61218.000000
t-r_55_-weekday-06:00:00-1-14,shape_590-1-1,0,08:48:00,08:48:00,4729.000000
t-r_55_-weekday-06:00:00-1-14,shape_590-1-0,1,08:48:00,08:48:00,4732.000000
t-r_55_-weekday-06:00:00-1-14,shape_580-1-1,2,09:36:26,09:36:26,16841.000000
t-r_55_-weekday-06:00:00-1-14,shape_580-1-0,3,09:36:27,09:36:27,16843.000000
t-r_55_-weekday-06:00:00-1-14,shape_449-1-0,4,09:40:22,09:40:22,17823.000000
t-r_55_-weekday-06:00:00-1-14,shape_449-1-1,5,09:40:23,09:40:23,17827.000000
t-r_55_-weekday-06:00:00-1-14,shape_617-1-0,6,12:07:12,12:07:12,54531.000000
t-r_55_-weekday-06:00:00-1-14,shape_488-1-0,7,12:32:20,12:32:20,60816.000000
t-r_55_-weekday-06:00:00-1-14,shape_488-1-1,8,12:33:57,12:33:57,61218.000000
t-r_167_-weekday-06:00:00-1-0,shape_450-1-0,0,06:00:00,06:00:00,3.000000
t-r_167_-weekday-06:00:00-1-0,shape_451-1-0,1,06:00:00,06:00:00,3.000000
t-r_167_-weekday-06:00:00-1-0,shape_650-1-1,2,06:04:32,06:04:32,1137.000000
t-r_167_-weekday-06:00:00-1-0,shape_650-1-0,3,06:04:32,06:04:32,1138.000000
t-r_167_-weekday-06:00:00-1-0,shape_523-1-0,4,08:24:02,08:24:02,36012.000000
t-r_167_-weekday-06:00:00-1-0,shape_523-1-1,5,08:24:02,08:24:02,36014.000000
t-r_167_-weekday-06:00:00-1-0,shape_450-1-1,6,08:24:29,08:24:29,36127.000000
t-r_167_-weekday-06:00:00-1-0,shape_451-1-1,7,08:24:29,08:24:29,36127.000000
t-r_167_-weekday-06:00:00-1-1,shape_450-1-0,0,06:12:00,06:12:00,3.000000
t-r_167_-weekday-06:00:00-1-1,shape_451-1-0,1,06:12:00,06:12:00,3.000000
t-r_167_-weekday-06:00:00-1-1,shape_650-1-1,2,06:16:32,06:16:32,1137.000000
t-r_167_-weekday-06:00:00-1-1,shape_650-1-0,3,06:16:32,06:16:32,1138.000000
t-r_167_-weekday-06:00:00-1-1,shape_523-1-0,4,08:36:02,08:36:02,36012.000000
t-r_167_-weekday-06:00:00-1-1,shape_523-1-1,5,08:36:02,08:36:02,36014.000000
t-r_167_-weekday-06:00:00-1-1,shape_450-1-1,6,08:36:29,08:36:29,36127.000000
t-r_167_-weekday-06:00:00-1-1,shape_451-1-1,7,08:36:29,08:36:29,36127.000000
t-r_167_-weekday-06:00:00-1-2,shape_450-1-0,0,06:24:00,06:24:00,3.000000
t-r_167_-weekday-06:00:00-1-2,shape_451-1-0,1,06:24:00,06:24:00,3.000000
t-r_167_-weekday-06:00:00-1-2,shape_650-1-1,2,06:28:32,06:28:32,1137.000000
t-r_167_-weekday-06:00:00-1-2,shape_650-1-0,3,06:28:32,06:28:32,1138.000000
t-r_167_-weekday-06:00:00-1-2,shape_523-1-0,4,08:48:02,08:48:02,36012.000000
t-r_167_-weekday-06:00:00-1-2,shape_523-1-1,5,08:48:02,08:48:02,36014.000000
t-r_167_-weekday-06:00:00-1-2,shape_450-1-1,6,08:48:29,08:48:29,36127.000000
t-r_167_-weekday-06:00:00-1-2,shape_451-1-1,7,08:48:29,08:48:29,36127.000000
t-r_167_-weekday-06:00:00-1-3,shape_450-1-0,0,06:36:00,06:36:00,3.000000
t-r_167_-weekday-06:00:00-1-3,shape_451-1-0,1,06:36:00,06:36:00,3.000000
t-r_167_-weekday-06:00:00-1-3,shape_650-1-1,2,06:40:32,06:40:32,1137.000000
t-r_167_-weekday-06:00:00-1-3,shape_650-1-0,3,06:40:32,06:40:32,1138.000000
t-r_167_-weekday-06:00:00-1-3,shape_523-1-0,4,09:00:02,09:00:02,36012.000000
t-r_167_-weekday-06:00:00-1-3,shape_523-1-1,5,09:00:02,09:00:02,36014.000000
t-r_167_-weekday-06:00:00-1-3,shape_450-1-1,6,09:00:29,09:00:29,36127.000000
t-r_167_-weekday-06:00:00-1-3,shape_451-1-1,7,09:00:29,09:00:29,36127.000000
t-r_167_-weekday-06:00:00-1-4,shape_450-1-0,0,06:48:00,06:48:00,3.000000
t-r_167_-weekday-06:00:00-1-4,shape_451-1-0,1,06:48:00,06:48:00,3.000000
t-r_167_-weekday-06:00:00-1-4,shape_650-1-1,2,06:52:32,06:52:32,1137.000000
t-r_167_-weekday-06:00:00-1-4,shape_650-1-0,3,06:52:32,06:52:32,1138.000000
t-r_167_-weekday-06:00:00-1-4,shape_523-1-0,4,09:12:02,09:12:02,36012.000000
t-r_167_-weekday-06:00:00-1-4,shape_523-1-1,5,09:12:02,09:12:02,36014.000000
t-r_167_-weekday-06:00:00-1-4,shape_450-1-1,6,09:12:29,09:12:29,36127.000000
t-r_167_-weekday-06:00:00-1-4,shape_451-1-1,7,09:12:29,09:12:29,36127.000000
t-r_167_-weekday-06:00:00-1-5,shape_450-1-0,0,07:00:00,07:00:00,3.000000
t-r_167_-weekday-06:00:00-1-5,shape_451-1-0,1,07:00:00,07:00:00,3.000000
t-r_167_-weekday-06:00:00-1-5,shape_650-1-1,2,07:04:32,07:04:32,1137.000000
t-r_167_-weekday-06:00:00-1-5,shape_650-1-0,3,07:04:32,07:04:32,1138.000000
t-r_167_-weekday-06:00:00-1-5,shape_523-1-0,4,09:24:02,09:24:02,36012.000000
t-r_167_-weekday-06:00:00-1-5,shape_523-1-1,5,09:24:02,09:24:02,36014.000000
t-r_167_-weekday-06:00:00-1-5,shape_450-1-1,6,09:24:29,09:24:29,36127.000000
t-r_167_-weekday-06:00:00-1-5,shape_451-1-1,7,09:24:29,09:24:29,36127.000000
